id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_profile_id,host_profile_url,host_name,host_since,hosts_time_as_user_years,hosts_time_as_user_months,hosts_time_as_host_years,hosts_time_as_host_months,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,price_quote_checkin_date,price_quote_checkout_date,price_quote_total_price,price_quote_price_per_night,price_quote_raw,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1424250311253500784,https://www.airbnb.com/rooms/1424250311253500784,20260629151954,2026-07-02,previous scrape,"Amara Singapore City Centre, Club twin room",,,https://a0.muscache.com/pictures/prohost-api/Hosting-1424250311253500784/original/8119fca8-a2b9-4d3b-9b9b-18a3019c89d9.jpeg,696298612,https://www.airbnb.com/users/show/696298612,1470734160464118406,https://www.airbnb.com/users/profile/1470734160464118406,Amara Singapore,,1,1,1,1,,,,,,f,,https://a0.muscache.com/im/pictures/user/User/original/9d930e04-0d34-4c97-9d5a-593daf4f2af7.jpeg?aki_policy=profile_x_medium,,10,,None,t,t,,Downtown Core,Central Region,1.27525,103.84344,Room in hotel,Private room,2,,1 private bath,,,"[""Bar"", ""Spa services"", ""Coffee maker"", ""Shampoo"", ""Smoking allowed"", ""Air conditioning"", ""Conditioner"", ""TV"", ""Elevator"", ""Self check-in"", ""Essentials"", ""Pool"", ""Luggage dropoff allowed"", ""Gym"", ""Dedicated workspace"", ""Wifi"", ""Breakfast for purchase"", ""Building staff"", ""Hair dryer"", ""Heating"", ""Shower gel"", ""Bed linens"", ""Hot water"", ""Room-darkening shades"", ""Smoke alarm""]",$390.00,2026-07-03,2026-07-04,390.00,390.00,"{""quote"": {""taxes"": null, ""currency"": ""SGD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""390.00"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""390.00"", ""nightly_subtotal"": ""390.00"", ""discounted_subtotal"": null, ""raw_price_line_items"": [{""amount"": ""390.00"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $390.00 SGD"", ""price_string"": ""$390.00 SGD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-07-03"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-04""}}",1,731,1,1,28,731,1.0,41.5,,f,27,55,84,357,2026-07-02,4,4,1,175,0,24,9360,2026-02-02,2026-06-20,5.0,4.75,5.0,5.0,5.0,5.0,5.0,,,5,0,5,0,0.79
1424250328367064627,https://www.airbnb.com/rooms/1424250328367064627,20260629151954,2026-07-02,previous scrape,"Amara Singapore City Centre, Club suite",,,https://a0.muscache.com/pictures/prohost-api/Hosting-1424250328367064627/original/5af266a4-1869-4547-8b7c-458ae2d5b75f.jpeg,696298612,https://www.airbnb.com/users/show/696298612,1470734160464118406,,Amara Singapore,,1,1,1,1,,,,,,f,,https://a0.muscache.com/im/pictures/user/User/original/9d930e04-0d34-4c97-9d5a-593daf4f2af7.jpeg?aki_policy=profile_x_medium,,10,,None,t,t,,Downtown Core,Central Region,1.2752468,103.8434416,Room in hotel,Private room,2,,1 private bath,,,"[""Bar"", ""Spa services"", ""Coffee maker"", ""Shampoo"", ""Smoking allowed"", ""Air conditioning"", ""Conditioner"", ""TV"", ""Elevator"", ""Self check-in"", ""Essentials"", ""Pool"", ""Luggage dropoff allowed"", ""Gym"", ""Dedicated workspace"", ""Wifi"", ""Breakfast for purchase"", ""Building staff"", ""Hair dryer"", ""Heating"", ""Shower gel"", ""Bed linens"", ""Hot water"", ""Room-darkening shades"", ""Smoke alarm""]",$390.00,2026-07-04,2026-07-05,390.00,390.00,"{""quote"": {""taxes"": null, ""currency"": ""SGD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""390.00"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""390.00"", ""nightly_subtotal"": ""390.00"", ""discounted_subtotal"": null, ""raw_price_line_items"": [{""amount"": ""390.00"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $390.00 SGD"", ""price_string"": ""$390.00 SGD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-07-04"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-05""}}",1,731,1,1,28,731,1.0,66.5,,f,17,45,74,345,2026-07-02,0,0,0,164,0,0,0,,,,,,,,,,,,5,0,5,0,
1424428701819422499,https://www.airbnb.com/rooms/1424428701819422499,20260629151954,2026-07-02,previous scrape,"One Farrer Hotel, Mint den room",,,https://a0.muscache.com/pictures/prohost-api/Hosting-1424428701819422499/original/9cd0b97f-d786-4fe5-a8ec-6b9cc0dc99e0.jpeg,696332985,https://www.airbnb.com/users/show/696332985,,,,,,,,,,,,,,,,,,,,None,,,,Rochor,Central Region,1.31216,103.85402,Room in hotel,Private room,3,,1 private bath,,,"[""Bar"", ""Coffee maker"", ""Shampoo"", ""Air conditioning"", ""Conditioner"", ""TV"", ""Elevator"", ""Self check-in"", ""Essentials"", ""Pool"", ""Luggage dropoff allowed"", ""Gym"", ""Dedicated workspace"", ""Crib"", ""Wifi"", ""Breakfast for purchase"", ""Building staff"", ""Hair dryer"", ""Heating"", ""Shower gel"", ""Iron"", ""Bed linens"", ""Hot water"", ""Room-darkening shades""]",$342.00,2026-07-05,2026-07-06,342.00,342.00,"{""quote"": {""taxes"": null, ""currency"": ""SGD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""342.00"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""342.00"", ""nightly_subtotal"": ""342.00"", ""discounted_subtotal"": null, ""raw_price_line_items"": [{""amount"": ""342.00"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $342.00 SGD"", ""price_string"": ""$342.00 SGD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-07-05"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-06""}}",1,731,1,3,28,731,1.0,37.6,,f,27,57,87,359,2026-07-02,0,0,0,177,0,0,0,,,,,,,,,,,,3,0,3,0,
1424428859217478768,https://www.airbnb.com/rooms/1424428859217478768,20260629151954,2026-07-02,previous scrape,"One Farrer Hotel, Loft apartment",,,https://a0.muscache.com/pictures/prohost-api/Hosting-1424428859217478768/original/b29042e7-7b9f-4885-8f4c-50a7509b3e11.jpeg,696332985,https://www.airbnb.com/users/show/696332985,,,,,,,,,,,,,,,,,,,,None,,,,Rochor,Central Region,1.31216,103.85402,Room in hotel,Private room,2,,1 private bath,,,"[""Bar"", ""Coffee maker"", ""Shampoo"", ""Air conditioning"", ""Conditioner"", ""TV"", ""Elevator"", ""Self check-in"", ""Essentials"", ""Pool"", ""Luggage dropoff allowed"", ""Gym"", ""Dedicated workspace"", ""Crib"", ""Wifi"", ""Breakfast for purchase"", ""Building staff"", ""Hair dryer"", ""Heating"", ""Shower gel"", ""Iron"", ""Bed linens"", ""Hot water"", ""Room-darkening shades""]",$378.00,2026-07-03,2026-07-06,1134.00,378.00,"{""quote"": {""taxes"": null, ""currency"": ""SGD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""1134.00"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""378.00"", ""nightly_subtotal"": ""1134.00"", ""discounted_subtotal"": null, ""raw_price_line_items"": [{""amount"": ""1134.00"", ""item_type"": ""nightly_subtotal"", ""description"": ""3 nights x $378.00 SGD"", ""price_string"": ""$1,134.00 SGD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-07-03"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-06""}}",1,28,1,3,28,28,1.0,28.0,,f,29,59,89,364,2026-07-02,0,0,0,182,0,0,0,,,,,,,,,,,,3,0,3,0,
1424429010859475839,https://www.airbnb.com/rooms/1424429010859475839,20260629151954,2026-07-02,previous scrape,"One Farrer Hotel, Mint premier room",,,https://a0.muscache.com/pictures/prohost-api/Hosting-1424429010859475839/original/39d55f4e-41fe-46ad-98f6-8b2595a226ef.jpeg,696332985,https://www.airbnb.com/users/show/696332985,,https://www.airbnb.com/users/profile/1470734225070698992,,,,,,,,,,,,,,,,,,None,,,,Rochor,Central Region,1.31216,103.85402,Room in hotel,Private room,2,,1 private bath,,,"[""Bar"", ""Coffee maker"", ""Shampoo"", ""Air conditioning"", ""Conditioner"", ""TV"", ""Elevator"", ""Self check-in"", ""Essentials"", ""Pool"", ""Luggage dropoff allowed"", ""Gym"", ""Dedicated workspace"", ""Crib"", ""Wifi"", ""Breakfast for purchase"", ""Building staff"", ""Hair dryer"", ""Heating"", ""Shower gel"", ""Iron"", ""Bed linens"", ""Hot water"", ""Room-darkening shades""]",$396.00,2026-07-03,2026-07-04,396.00,396.00,"{""quote"": {""taxes"": null, ""currency"": ""SGD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""396.00"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""396.00"", ""nightly_subtotal"": ""396.00"", ""discounted_subtotal"": null, ""raw_price_line_items"": [{""amount"": ""396.00"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $396.00 SGD"", ""price_string"": ""$396.00 SGD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-07-03"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-04""}}",1,28,1,3,28,28,1.0,28.0,,f,29,59,89,364,2026-07-02,0,0,0,182,0,0,0,,,,,,,,,,,,3,0,3,0,
1424448202864398361,https://www.airbnb.com/rooms/1424448202864398361,20260629151954,2026-07-02,previous scrape,"Hotel Boss, Superior queen balcony room",,,https://a0.muscache.com/pictures/prohost-api/Hosting-1424448202864398361/original/c2e7bfea-02fa-4a84-8e40-6876d9fb65c2.jpeg,696336606,https://www.airbnb.com/users/show/696336606,1470734237554257474,,Hotel Boss,,1,1,1,1,,,,,,f,,https://a0.muscache.com/im/pictures/user/User/original/cb1830e5-4309-4d60-bd56-4a82f8ffb7b1.jpeg?aki_policy=profile_x_medium,,16,,None,t,t,,Kallang,Central Region,1.30542,103.85997,Room in hotel,Private room,2,,1 private bath,,,"[""Bar"", ""Shampoo"", ""Air conditioning"", ""Conditioner"", ""TV"", ""Elevator"", ""Self check-in"", ""Paid parking on premises"", ""Essentials"", ""Pool"", ""Luggage dropoff allowed"", ""Gym"", ""Dedicated workspace"", ""Wifi"", ""Breakfast for purchase"", ""Building staff"", ""Hair dryer"", ""Heating"", ""Shower gel"", ""Bed linens"", ""Hot water"", ""Room-darkening shades"", ""Smoke alarm""]",$145.97,2026-07-03,2026-07-04,145.97,145.97,"{""quote"": {""taxes"": null, ""currency"": ""SGD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""145.97"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""145.97"", ""nightly_subtotal"": ""145.97"", ""discounted_subtotal"": null, ""raw_price_line_items"": [{""amount"": ""145.97"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $145.97 SGD"", ""price_string"": ""$145.97 SGD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-07-03"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-04""}}",1,731,1,1,28,731,1.0,263.0,,f,29,59,89,242,2026-07-02,15,15,1,174,4,90,13137,2025-09-11,2026-06-08,4.2,4.2,4.73,4.8,4.53,4.4,4.0,,,5,0,5,0,1.53
1424448535540415363,https://www.airbnb.com/rooms/1424448535540415363,20260629151954,2026-07-02,previous scrape,Superior twin room,,,https://a0.muscache.com/pictures/prohost-api/Hosting-1424448535540415363/original/3939e56e-ab9c-418e-b847-8fb3718b95a3.jpeg,696336606,https://www.airbnb.com/users/show/696336606,1470734237554257474,https://www.airbnb.com/users/profile/1470734237554257474,Hotel Boss,,1,1,1,1,,,,,,f,,https://a0.muscache.com/im/pictures/user/User/original/cb1830e5-4309-4d60-bd56-4a82f8ffb7b1.jpeg?aki_policy=profile_x_medium,,16,,None,t,t,,Kallang,Central Region,1.30542,103.85997,Room in hotel,Private room,2,,1 private bath,,,"[""Bar"", ""Shampoo"", ""Air conditioning"", ""Conditioner"", ""TV"", ""Elevator"", ""Self check-in"", ""Paid parking on premises"", ""Essentials"", ""Pool"", ""Luggage dropoff allowed"", ""Gym"", ""Dedicated workspace"", ""Wifi"", ""Breakfast for purchase"", ""Building staff"", ""Hair dryer"", ""Heating"", ""Shower gel"", ""Bed linens"", ""Hot water"", ""Room-darkening shades"", ""Smoke alarm""]",$145.97,2026-07-03,2026-07-04,145.97,145.97,"{""quote"": {""taxes"": null, ""currency"": ""SGD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""145.97"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""145.97"", ""nightly_subtotal"": ""145.97"", ""discounted_subtotal"": null, ""raw_price_line_items"": [{""amount"": ""145.97"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $145.97 SGD"", ""price_string"": ""$145.97 SGD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-07-03"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-04""}}",1,731,1,1,28,731,1.0,286.1,,f,20,44,74,230,2026-07-02,19,19,1,162,7,114,16641,2025-10-19,2026-06-11,4.42,4.42,4.47,4.79,4.74,4.68,4.37,,,5,0,5,0,2.22
1424448868665846220,https://www.airbnb.com/rooms/1424448868665846220,20260629151954,2026-07-02,previous scrape,"Hotel Boss, Superior twin city view room",,,https://a0.muscache.com/pictures/prohost-api/Hosting-1424448868665846220/original/3e036d54-3a44-4d5f-b3e4-e6fb5d423b8b.jpeg,696336606,https://www.airbnb.com/users/show/696336606,1470734237554257474,https://www.airbnb.com/users/profile/1470734237554257474,Hotel Boss,,1,1,1,1,,,,,,f,,https://a0.muscache.com/im/pictures/user/User/original/cb1830e5-4309-4d60-bd56-4a82f8ffb7b1.jpeg?aki_policy=profile_x_medium,,16,,None,t,t,,Kallang,Central Region,1.30542,103.85997,Room in hotel,Private room,2,,1 private bath,,,"[""Bar"", ""Shampoo"", ""Air conditioning"", ""Conditioner"", ""TV"", ""Elevator"", ""Self check-in"", ""Paid parking on premises"", ""Essentials"", ""Pool"", ""Luggage dropoff allowed"", ""Gym"", ""Dedicated workspace"", ""Wifi"", ""Breakfast for purchase"", ""Building staff"", ""Hair dryer"", ""Heating"", ""Shower gel"", ""Bed linens"", ""Hot water"", ""Room-darkening shades"", ""Smoke alarm""]",$145.97,2026-07-03,2026-07-04,145.97,145.97,"{""quote"": {""taxes"": null, ""currency"": ""SGD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""145.97"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""145.97"", ""nightly_subtotal"": ""145.97"", ""discounted_subtotal"": null, ""raw_price_line_items"": [{""amount"": ""145.97"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $145.97 SGD"", ""price_string"": ""$145.97 SGD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-07-03"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-04""}}",1,731,1,1,28,731,1.0,282.2,,f,19,49,79,233,2026-07-02,11,11,1,165,5,66,9634,2025-08-28,2026-06-27,4.45,4.45,4.73,4.91,4.09,4.73,4.45,,,5,0,5,0,1.07
1424449449682044691,https://www.airbnb.com/rooms/1424449449682044691,20260629151954,2026-07-02,previous scrape,"Hotel Boss, Triple room",,,https://a0.muscache.com/pictures/prohost-api/Hosting-1424449449682044691/original/c5861710-dd09-4b36-89ce-615241f8083e.jpeg,696336606,https://www.airbnb.com/users/show/696336606,1470734237554257474,,Hotel Boss,,1,1,1,1,,,,,,f,,https://a0.muscache.com/im/pictures/user/User/original/cb1830e5-4309-4d60-bd56-4a82f8ffb7b1.jpeg?aki_policy=profile_x_medium,,16,,None,t,t,,Kallang,Central Region,1.30542,103.85997,Room in hotel,Private room,3,,1 private bath,,,"[""Bar"", ""Shampoo"", ""Air conditioning"", ""Conditioner"", ""TV"", ""Elevator"", ""Self check-in"", ""Paid parking on premises"", ""Essentials"", ""Pool"", ""Luggage dropoff allowed"", ""Gym"", ""Dedicated workspace"", ""Wifi"", ""Breakfast for purchase"", ""Building staff"", ""Hair dryer"", ""Heating"", ""Shower gel"", ""Bed linens"", ""Hot water"", ""Room-darkening shades"", ""Smoke alarm""]",$148.47,2026-07-05,2026-07-06,148.47,148.47,"{""quote"": {""taxes"": null, ""currency"": ""SGD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""148.47"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""148.47"", ""nightly_subtotal"": ""148.47"", ""discounted_subtotal"": null, ""raw_price_line_items"": [{""amount"": ""148.47"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $148.47 SGD"", ""price_string"": ""$148.47 SGD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-07-05"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-06""}}",1,731,1,1,28,731,1.0,261.0,,f,27,57,87,243,2026-07-02,7,7,0,175,0,42,6236,2026-02-15,2026-05-24,4.71,4.57,4.57,5.0,4.86,5.0,4.57,,,5,0,5,0,1.52
1424449755563942631,https://www.airbnb.com/rooms/1424449755563942631,20260629151954,2026-07-02,previous scrape,Family balcony room,,,https://a0.muscache.com/pictures/prohost-api/Hosting-1424449755563942631/original/1d2d5f30-c9de-42b8-b4f4-6a9b0b7bc7b2.jpeg,696336606,https://www.airbnb.com/users/show/696336606,1470734237554257474,https://www.airbnb.com/users/profile/1470734237554257474,Hotel Boss,,1,1,1,1,,,,,,f,,https://a0.muscache.com/im/pictures/user/User/original/cb1830e5-4309-4d60-bd56-4a82f8ffb7b1.jpeg?aki_policy=profile_x_medium,,16,,None,t,t,,Kallang,Central Region,1.30542,103.85997,Room in hotel,Private room,4,,1 private bath,,,"[""Bar"", ""Shampoo"", ""Air conditioning"", ""Conditioner"", ""TV"", ""Elevator"", ""Self check-in"", ""Paid parking on premises"", ""Essentials"", ""Pool"", ""Luggage dropoff allowed"", ""Gym"", ""Dedicated workspace"", ""Wifi"", ""Breakfast for purchase"", ""Building staff"", ""Hair dryer"", ""Heating"", ""Shower gel"", ""Bed linens"", ""Hot water"", ""Room-darkening shades"", ""Smoke alarm""]",$179.33,2026-07-09,2026-07-10,179.33,179.33,"{""quote"": {""taxes"": null, ""currency"": ""SGD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""179.33"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""179.33"", ""nightly_subtotal"": ""179.33"", ""discounted_subtotal"": null, ""raw_price_line_items"": [{""amount"": ""179.33"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $179.33 SGD"", ""price_string"": ""$179.33 SGD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-07-09"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-10""}}",1,731,1,1,28,731,1.0,291.9,,f,18,41,71,227,2026-07-02,11,11,3,159,5,66,11836,2025-07-25,2026-06-15,4.45,4.55,4.27,4.64,4.45,4.55,4.09,,,5,0,5,0,0.96
1424451479378425413,https://www.airbnb.com/rooms/1424451479378425413,20260629151954,2026-07-02,previous scrape,Superior queen city view room,,,https://a0.muscache.com/pictures/prohost-api/Hosting-1424451479378425413/original/114dfe6b-0513-49ba-84bc-4ed56399da74.jpeg,696337316,https://www.airbnb.com/users/show/696337316,1470734240716462126,,Hotel Mi Rochor,,1,1,1,1,,,,,,f,,https://a0.muscache.com/im/pictures/user/User/original/84da6381-dca0-4414-8d5a-6651c015181d.jpeg?aki_policy=profile_x_medium,,18,,None,t,t,,Rochor,Central Region,1.30393,103.85129,Room in hotel,Private room,2,,1 private bath,,,"[""Coffee maker"", ""Shampoo"", ""Air conditioning"", ""Conditioner"", ""TV"", ""Elevator"", ""Self check-in"", ""Paid parking on premises"", ""Essentials"", ""Pool"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Wifi"", ""Breakfast for purchase"", ""Building staff"", ""Hair dryer"", ""Heating"", ""Shower gel"", ""Bed linens"", ""Hot water"", ""Room-darkening shades""]",$175.16,2026-07-03,2026-07-04,175.16,175.16,"{""quote"": {""taxes"": null, ""currency"": ""SGD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""175.16"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""175.16"", ""nightly_subtotal"": ""175.16"", ""discounted_subtotal"": null, ""raw_price_line_items"": [{""amount"": ""175.16"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $175.16 SGD"", ""price_string"": ""$175.16 SGD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-07-03"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-04""}}",1,731,1,1,28,731,1.0,41.5,,f,27,57,87,357,2026-07-02,0,0,0,175,0,0,0,,,,,,,,,,,,5,0,5,0,
1424451649677359299,https://www.airbnb.com/rooms/1424451649677359299,20260629151954,2026-07-02,previous scrape,"Hotel Mi Rochor, Superior twin room",,,https://a0.muscache.com/pictures/prohost-api/Hosting-1424451649677359299/original/09393768-fe8d-4e1a-88d5-dac39edac867.jpeg,696337316,https://www.airbnb.com/users/show/696337316,1470734240716462126,,Hotel Mi Rochor,,1,1,1,1,,,,,,f,,https://a0.muscache.com/im/pictures/user/User/original/84da6381-dca0-4414-8d5a-6651c015181d.jpeg?aki_policy=profile_x_medium,,18,,None,t,t,,Rochor,Central Region,1.30393,103.85129,Room in hotel,Private room,2,,1 private bath,,,"[""Coffee maker"", ""Shampoo"", ""Air conditioning"", ""Conditioner"", ""TV"", ""Elevator"", ""Self check-in"", ""Paid parking on premises"", ""Essentials"", ""Pool"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Wifi"", ""Breakfast for purchase"", ""Building staff"", ""Hair dryer"", ""Heating"", ""Shower gel"", ""Bed linens"", ""Hot water"", ""Room-darkening shades""]",$175.16,2026-07-03,2026-07-04,175.16,175.16,"{""quote"": {""taxes"": null, ""currency"": ""SGD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""175.16"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""175.16"", ""nightly_subtotal"": ""175.16"", ""discounted_subtotal"": null, ""raw_price_line_items"": [{""amount"": ""175.16"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $175.16 SGD"", ""price_string"": ""$175.16 SGD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-07-03"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-04""}}",1,731,1,1,28,731,1.0,85.8,,f,13,34,64,334,2026-07-02,0,0,0,152,0,0,0,,,,,,,,,,,,5,0,5,0,
1424451993987500487,https://www.airbnb.com/rooms/1424451993987500487,20260629151954,2026-07-02,previous scrape,Deluxe queen room,,,https://a0.muscache.com/pictures/prohost-api/Hosting-1424451993987500487/original/e242381a-e156-4020-96ef-cb231a7fb384.jpeg,696337316,https://www.airbnb.com/users/show/696337316,1470734240716462126,https://www.airbnb.com/users/profile/1470734240716462126,Hotel Mi Rochor,,1,1,1,1,,,,,,f,,https://a0.muscache.com/im/pictures/user/User/original/84da6381-dca0-4414-8d5a-6651c015181d.jpeg?aki_policy=profile_x_medium,,18,,None,t,t,,Rochor,Central Region,1.30393,103.85129,Room in hotel,Private room,2,,1 private bath,,,"[""Coffee maker"", ""Shampoo"", ""Air conditioning"", ""Conditioner"", ""TV"", ""Elevator"", ""Self check-in"", ""Paid parking on premises"", ""Essentials"", ""Pool"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Wifi"", ""Breakfast for purchase"", ""Building staff"", ""Hair dryer"", ""Heating"", ""Shower gel"", ""Bed linens"", ""Hot water"", ""Room-darkening shades""]",$196.01,2026-07-04,2026-07-05,196.01,196.01,"{""quote"": {""taxes"": null, ""currency"": ""SGD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""196.01"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""196.01"", ""nightly_subtotal"": ""196.01"", ""discounted_subtotal"": null, ""raw_price_line_items"": [{""amount"": ""196.01"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $196.01 SGD"", ""price_string"": ""$196.01 SGD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-07-04"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-05""}}",1,731,1,1,28,731,1.0,43.4,,f,26,56,86,356,2026-07-02,0,0,0,174,0,0,0,,,,,,,,,,,,5,0,5,0,
1424452524803607575,https://www.airbnb.com/rooms/1424452524803607575,20260629151954,2026-07-02,previous scrape,"Hotel Mi Rochor, Quadruple Room",,,https://a0.muscache.com/pictures/prohost-api/Hosting-1424452524803607575/original/9def73e0-e134-4787-b77b-905d9e1f91ef.jpeg,696337316,https://www.airbnb.com/users/show/696337316,1470734240716462126,,Hotel Mi Rochor,,1,1,1,1,,,,,,f,,https://a0.muscache.com/im/pictures/user/User/original/84da6381-dca0-4414-8d5a-6651c015181d.jpeg?aki_policy=profile_x_medium,,18,,None,t,t,,Rochor,Central Region,1.30393,103.85129,Room in hotel,Private room,4,,1 private bath,,,"[""Coffee maker"", ""Shampoo"", ""Air conditioning"", ""Conditioner"", ""TV"", ""Elevator"", ""Self check-in"", ""Paid parking on premises"", ""Essentials"", ""Pool"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Wifi"", ""Breakfast for purchase"", ""Building staff"", ""Hair dryer"", ""Heating"", ""Shower gel"", ""Bed linens"", ""Hot water"", ""Room-darkening shades""]",$175.16,2026-07-03,2026-07-04,175.16,175.16,"{""quote"": {""taxes"": null, ""currency"": ""SGD"", ""date_match"": null, ""service_fee"": null, ""total_price"": ""175.16"", ""cleaning_fee"": null, ""is_available"": true, ""discount_amount"": null, ""price_per_night"": ""175.16"", ""nightly_subtotal"": ""175.16"", ""discounted_subtotal"": null, ""raw_price_line_items"": [{""amount"": ""175.16"", ""item_type"": ""nightly_subtotal"", ""description"": ""1 night x $175.16 SGD"", ""price_string"": ""$175.16 SGD""}], ""returned_checkin_date"": null, ""requested_checkin_date"": ""2026-07-03"", ""returned_checkout_date"": null, ""requested_checkout_date"": ""2026-07-04""}}",1,731,1,1,28,731,1.0,133.9,,f,7,11,41,310,2026-07-02,0,0,0,128,0,0,0,,,,,,,,,,,,5,0,5,0,
